accident_id,easting,northing,has_coords,accident_date,year,month,weekday,hour,time_24h,num_vehicles,vehicles_bin,num_casualties,road_class,road_surface,lighting_conditions,weather_conditions,severity,casualty_severity
2181280,418241,442351,True,2016-01-08,2016,1,Friday,19,1905,2,2,1,A,Dry,Darkness: street lights present and lit,Fine without high winds,Serious,Serious
2191037,424993,432898,True,2016-01-09,2016,1,Saturday,16,1615,2,2,1,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
2CQ0870,431159,436397,True,2016-01-15,2016,1,Friday,16,1645,2,2,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
2CQ0870,431159,436397,True,2016-01-15,2016,1,Friday,16,1645,2,2,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
3111091,439313,432376,True,2016-01-01,2016,1,Friday,9,956,2,2,1,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Slight,Slight
3111178,426994,439957,True,2016-01-01,2016,1,Friday,11,1115,2,2,1,A,Dry,Daylight: street lights present,Fine without high winds,Serious,Serious
3111395,427813,431257,True,2016-01-01,2016,1,Friday,13,1352,1,1,1,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Serious,Serious
3111981,431496,432727,True,2016-01-01,2016,1,Friday,20,2015,2,2,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
3120560,431880,430498,True,2016-01-02,2016,1,Saturday,11,1110,2,2,1,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Slight,Slight
3120872,429425,433999,True,2016-01-02,2016,1,Saturday,16,1638,1,1,2,A(M),Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
3120872,429425,433999,True,2016-01-02,2016,1,Saturday,16,1638,1,1,2,A(M),Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
3130442,435325,433760,True,2016-01-03,2016,1,Sunday,11,1150,5,3+,3,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Slight,Slight
3130442,435325,433760,True,2016-01-03,2016,1,Sunday,11,1150,5,3+,3,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Slight,Slight
3130442,435325,433760,True,2016-01-03,2016,1,Sunday,11,1150,5,3+,3,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Slight,Slight
3130444,429147,431999,True,2016-01-03,2016,1,Sunday,11,1154,2,2,1,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Slight,Slight
3130532,427651,433421,True,2016-01-03,2016,1,Sunday,12,1252,1,1,1,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Slight,Slight
3130769,440619,446100,True,2016-01-03,2016,1,Sunday,15,1543,1,1,1,A(M),Wet / Damp,Darkness: no street lighting,Raining without high winds,Slight,Slight
3130786,433130,436116,True,2016-01-03,2016,1,Sunday,15,1555,2,2,2,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
3130786,433130,436116,True,2016-01-03,2016,1,Sunday,15,1555,2,2,2,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
3130805,428943,433430,True,2016-01-03,2016,1,Sunday,16,1615,2,2,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
3130805,428943,433430,True,2016-01-03,2016,1,Sunday,16,1615,2,2,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
3130885,431884,435070,True,2016-01-03,2016,1,Sunday,16,1650,1,1,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
3140260,422045,434280,True,2016-01-04,2016,1,Monday,17,1730,2,2,1,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
3140730,443157,448516,True,2016-01-04,2016,1,Monday,14,1413,1,1,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
3141054,431210,439310,True,2016-01-04,2016,1,Monday,17,1700,2,2,2,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
3141054,431210,439310,True,2016-01-04,2016,1,Monday,17,1700,2,2,2,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
3151110,420945,439962,True,2016-01-05,2016,1,Tuesday,17,1752,2,2,1,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
3151301,436574,435725,True,2016-01-05,2016,1,Tuesday,19,1930,1,1,1,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Slight,Slight
3160260,432960,440281,True,2016-01-06,2016,1,Wednesday,8,815,2,2,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
3160311,431925,434792,True,2016-01-06,2016,1,Wednesday,8,800,1,1,1,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
3160793,426228,431783,True,2016-01-06,2016,1,Wednesday,14,1410,2,2,1,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Slight,Slight
3161000,429741,436518,True,2016-01-06,2016,1,Wednesday,15,1520,1,1,1,Unclassified,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Slight,Slight
3161098,429959,433326,True,2016-01-06,2016,1,Wednesday,17,1723,2,2,1,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
3161298,428511,433054,True,2016-01-06,2016,1,Wednesday,13,1355,2,2,2,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Slight,Slight
3161298,428511,433054,True,2016-01-06,2016,1,Wednesday,13,1355,2,2,2,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Slight,Slight
3161323,430562,436939,True,2016-01-06,2016,1,Wednesday,19,1919,2,2,1,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Slight,Slight
3161328,427362,433970,True,2016-01-06,2016,1,Wednesday,19,1915,2,2,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
3161328,427362,433970,True,2016-01-06,2016,1,Wednesday,19,1915,2,2,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
3170622,436173,427637,True,2016-01-07,2016,1,Thursday,13,1300,2,2,2,A,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
3170622,436173,427637,True,2016-01-07,2016,1,Thursday,13,1300,2,2,2,A,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
3170694,440850,434501,True,2016-01-07,2016,1,Thursday,13,1350,1,1,1,Motorway,Wet / Damp,Daylight: street lights present,Fine with high winds,Slight,Slight
3170743,431467,432679,True,2016-01-07,2016,1,Thursday,14,1435,2,2,1,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Slight,Slight
3170766,429766,433410,True,2016-01-07,2016,1,Thursday,12,1220,1,1,1,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Slight,Slight
3170948,428638,433182,True,2016-01-07,2016,1,Thursday,16,1607,3,3+,2,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
3170948,428638,433182,True,2016-01-07,2016,1,Thursday,16,1607,3,3+,2,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
3171039,438950,431555,True,2016-01-07,2016,1,Thursday,16,1643,2,2,2,A,Dry,Darkness: no street lighting,Fine without high winds,Slight,Slight
3171039,438950,431555,True,2016-01-07,2016,1,Thursday,16,1643,2,2,2,A,Dry,Darkness: no street lighting,Fine without high winds,Slight,Slight
3171722,424108,431567,True,2016-01-07,2016,1,Thursday,23,2345,1,1,1,Unclassified,Wet / Damp,Darkness: no street lighting,Raining without high winds,Slight,Slight
3180831,427023,424758,True,2016-01-08,2016,1,Friday,14,1435,1,1,1,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Fatal,Fatal
3181079,431351,435059,True,2016-01-08,2016,1,Friday,17,1706,2,2,1,A,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
3181260,434969,436415,True,2016-01-08,2016,1,Friday,18,1835,1,1,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
3181333,427496,425485,True,2016-01-08,2016,1,Friday,19,1936,2,2,3,A,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
3181333,427496,425485,True,2016-01-08,2016,1,Friday,19,1936,2,2,3,A,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
3181333,427496,425485,True,2016-01-08,2016,1,Friday,19,1936,2,2,3,A,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
3190305,420396,445354,True,2016-01-09,2016,1,Saturday,5,505,2,2,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fog or mist – if hazard,Serious,Serious
3190541,430549,427292,True,2016-01-09,2016,1,Saturday,11,1144,2,2,1,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Slight,Slight
3190903,437677,425385,True,2016-01-09,2016,1,Saturday,15,1512,3,3+,3,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Slight,Slight
3190903,437677,425385,True,2016-01-09,2016,1,Saturday,15,1512,3,3+,3,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Slight,Slight
3190903,437677,425385,True,2016-01-09,2016,1,Saturday,15,1512,3,3+,3,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Slight,Slight
3191196,441059,432040,True,2016-01-09,2016,1,Saturday,12,1230,4,3+,3,A,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
3191196,441059,432040,True,2016-01-09,2016,1,Saturday,12,1230,4,3+,3,A,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
3191196,441059,432040,True,2016-01-09,2016,1,Saturday,12,1230,4,3+,3,A,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
3191206,430876,434256,True,2016-01-09,2016,1,Saturday,18,1810,2,2,2,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
3191206,430876,434256,True,2016-01-09,2016,1,Saturday,18,1810,2,2,2,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
3191223,427527,434393,True,2016-01-09,2016,1,Saturday,17,1755,1,1,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Serious,Serious
3191315,426474,428544,True,2016-01-09,2016,1,Saturday,19,1930,1,1,1,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
3191376,429199,431548,True,2016-01-09,2016,1,Saturday,20,2013,1,1,1,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31A0692,427379,438571,True,2016-01-10,2016,1,Sunday,13,1330,4,3+,2,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Slight,Slight
31A0692,427379,438571,True,2016-01-10,2016,1,Sunday,13,1330,4,3+,2,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Slight,Slight
31A0736,420319,445361,True,2016-01-10,2016,1,Sunday,14,1400,2,2,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
31B0226,431554,430540,True,2016-01-11,2016,1,Monday,8,814,2,2,1,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Slight,Slight
31B0246,427569,434540,True,2016-01-11,2016,1,Monday,7,740,2,2,1,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Serious,Serious
31B0266,431661,437523,True,2016-01-11,2016,1,Monday,8,853,1,1,1,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Slight,Slight
31B0488,424994,432563,True,2016-01-11,2016,1,Monday,11,1140,2,2,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Serious,Serious
31B1060,429933,432767,True,2016-01-11,2016,1,Monday,17,1736,4,3+,1,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31B1310,428473,434341,True,2016-01-11,2016,1,Monday,20,2005,2,2,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31C0236,427127,434793,True,2016-01-12,2016,1,Tuesday,9,905,2,2,1,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Serious,Serious
31C0900,424579,433688,True,2016-01-12,2016,1,Tuesday,16,1618,2,2,1,A,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31D0289,430237,433264,True,2016-01-07,2016,1,Thursday,21,2155,1,1,1,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31D0487,426639,433017,True,2016-01-13,2016,1,Wednesday,12,1200,2,2,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
31D0503,426060,431588,True,2016-07-12,2016,7,Tuesday,8,800,2,2,1,A,Dry,Daylight: street lights present,Fine without high winds,Serious,Serious
31D0885,431529,433104,True,2016-01-13,2016,1,Wednesday,15,1510,1,1,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
31D1135,436642,425938,True,2016-01-13,2016,1,Wednesday,17,1720,3,3+,2,Motorway,Wet / Damp,Darkness: no street lighting,Fine without high winds,Slight,Slight
31D1135,436642,425938,True,2016-01-13,2016,1,Wednesday,17,1720,3,3+,2,Motorway,Wet / Damp,Darkness: no street lighting,Fine without high winds,Slight,Slight
31D1322,428460,431348,True,2016-01-13,2016,1,Wednesday,18,1850,2,2,3,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Serious,Serious
31D1322,428460,431348,True,2016-01-13,2016,1,Wednesday,18,1850,2,2,3,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
31D1322,428460,431348,True,2016-01-13,2016,1,Wednesday,18,1850,2,2,3,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
31E0257,425976,427855,True,2016-01-14,2016,1,Thursday,8,844,3,3+,2,Unclassified,Frost / Ice,Daylight: street lights present,Snowing with high winds,Slight,Slight
31E0257,425976,427855,True,2016-01-14,2016,1,Thursday,8,844,3,3+,2,Unclassified,Frost / Ice,Daylight: street lights present,Snowing with high winds,Slight,Slight
31E0436,430113,434139,True,2016-01-13,2016,1,Wednesday,17,1705,1,1,1,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31E0606,433391,434055,True,2016-01-14,2016,1,Thursday,12,1245,1,1,1,A,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
31E0658,421753,432698,True,2016-01-14,2016,1,Thursday,13,1334,2,2,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
31E0963,432820,432033,True,2016-01-14,2016,1,Thursday,16,1623,1,1,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31E0981,435033,434695,True,2016-01-14,2016,1,Thursday,16,1645,2,2,1,A,Dry,Darkness: street lights present and lit,Fine without high winds,Serious,Serious
31E1090,429097,434722,True,2016-01-14,2016,1,Thursday,15,1545,2,2,1,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31E1099,432287,434644,True,2016-01-14,2016,1,Thursday,17,1745,2,2,2,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31E1099,432287,434644,True,2016-01-14,2016,1,Thursday,17,1745,2,2,2,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31F0333,420214,445629,True,2016-01-14,2016,1,Thursday,12,1215,2,2,1,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Slight,Slight
31F0855,429145,431748,True,2016-01-15,2016,1,Friday,14,1442,1,1,2,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Slight,Slight
31F0855,429145,431748,True,2016-01-15,2016,1,Friday,14,1442,1,1,2,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Slight,Slight
31F1081,424569,434444,True,2016-01-15,2016,1,Friday,16,1650,1,1,1,Unclassified,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31F1111,431874,435948,True,2016-01-15,2016,1,Friday,17,1700,2,2,1,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
31F1272,432061,435963,True,2016-01-15,2016,1,Friday,18,1837,2,2,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31F1687,424982,432677,True,2016-01-15,2016,1,Friday,22,2216,2,2,3,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Serious,Serious
31F1687,424982,432677,True,2016-01-15,2016,1,Friday,22,2216,2,2,3,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Slight,Slight
31F1687,424982,432677,True,2016-01-15,2016,1,Friday,22,2216,2,2,3,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Slight,Slight
31G0345,429683,439068,True,2016-01-16,2016,1,Saturday,8,850,1,1,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
31G0363,430907,432292,True,2016-01-16,2016,1,Saturday,8,850,2,2,1,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Slight,Slight
31G0477,429767,438911,True,2016-01-16,2016,1,Saturday,11,1100,2,2,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
31G0824,423746,444348,True,2016-01-16,2016,1,Saturday,14,1415,2,2,2,A,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
31G0824,423746,444348,True,2016-01-16,2016,1,Saturday,14,1415,2,2,2,A,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
31G1257,426200,431900,True,2016-01-16,2016,1,Saturday,12,1257,2,2,1,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Slight,Slight
31G1285,431912,434798,True,2016-01-16,2016,1,Saturday,16,1600,1,1,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Serious,Serious
31G1463,428987,437127,True,2016-01-16,2016,1,Saturday,19,1939,1,1,1,Unclassified,Snow,Darkness: street lights present and lit,Snowing without high winds,Slight,Slight
31I0172,428087,434526,True,2016-01-18,2016,1,Monday,6,620,2,2,1,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31I1016,432064,428597,True,2016-01-18,2016,1,Monday,15,1557,2,2,1,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31I1110,426248,438496,True,2016-01-18,2016,1,Monday,16,1649,2,2,1,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Serious,Serious
31I1123,430813,433940,True,2016-01-18,2016,1,Monday,16,1652,2,2,1,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Serious,Serious
31I1222,430947,433304,True,2016-01-18,2016,1,Monday,17,1740,2,2,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Other,Slight,Slight
31I1266,426507,437848,True,2016-01-18,2016,1,Monday,16,1620,2,2,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31I1266,426507,437848,True,2016-01-18,2016,1,Monday,16,1620,2,2,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31J0507,429187,433851,True,2016-01-19,2016,1,Tuesday,8,830,2,2,1,Unclassified,Wet / Damp,Daylight: street lights present,Unknown,Slight,Slight
31J0604,427484,434917,True,2016-01-19,2016,1,Tuesday,12,1226,1,1,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Serious,Serious
31J1102,432257,435098,True,2016-01-19,2016,1,Tuesday,16,1656,1,1,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31J1219,431496,432640,True,2016-01-19,2016,1,Tuesday,18,1805,2,2,4,A,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31J1219,431496,432640,True,2016-01-19,2016,1,Tuesday,18,1805,2,2,4,A,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31J1219,431496,432640,True,2016-01-19,2016,1,Tuesday,18,1805,2,2,4,A,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31J1219,431496,432640,True,2016-01-19,2016,1,Tuesday,18,1805,2,2,4,A,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31K1170,419359,441836,True,2016-01-20,2016,1,Wednesday,17,1740,2,2,1,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Slight,Slight
31K1255,430901,436559,True,2016-01-20,2016,1,Wednesday,8,805,2,2,1,B,Dry,Daylight: street lights present,Unknown,Slight,Slight
31K1386,437040,438286,True,2016-01-20,2016,1,Wednesday,19,1935,2,2,2,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,Fatal,Fatal
31K1386,437040,438286,True,2016-01-20,2016,1,Wednesday,19,1935,2,2,2,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,Slight,Slight
31K1457,431892,434947,True,2016-01-20,2016,1,Wednesday,20,2015,2,2,1,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31K1516,443265,445843,True,2016-01-20,2016,1,Wednesday,7,750,1,1,1,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Slight,Slight
31K1591,430490,426386,True,2016-01-20,2016,1,Wednesday,21,2130,1,1,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Other,Slight,Slight
31K1618,427298,433638,True,2016-01-20,2016,1,Wednesday,20,2000,2,2,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31L0241,436008,437469,True,2016-01-21,2016,1,Thursday,8,815,1,1,1,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Slight,Slight
31L0274,431113,430719,True,2016-01-21,2016,1,Thursday,8,845,1,1,1,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Slight,Slight
31L0335,429614,439792,True,2016-01-21,2016,1,Thursday,9,934,1,1,1,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Slight,Slight
31L0756,422015,433952,True,2016-01-21,2016,1,Thursday,14,1430,2,2,1,A,Wet / Damp,Daylight: street lights present,Unknown,Slight,Slight
31L0811,423019,433730,True,2016-01-21,2016,1,Thursday,15,1505,1,1,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
31L1040,428607,435259,True,2016-01-21,2016,1,Thursday,17,1708,1,1,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
31L1163,423301,434736,True,2016-01-21,2016,1,Thursday,18,1807,2,2,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Serious,Serious
31L1270,428256,434151,True,2016-01-21,2016,1,Thursday,19,1910,2,2,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31L1270,428256,434151,True,2016-01-21,2016,1,Thursday,19,1910,2,2,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31M0236,428509,433061,True,2016-01-22,2016,1,Friday,8,815,2,2,1,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Slight,Slight
31M0925,426505,435684,True,2016-01-22,2016,1,Friday,15,1552,1,1,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
31M1173,427994,435196,True,2016-01-22,2016,1,Friday,17,1746,2,2,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Unknown,Slight,Slight
31M1189,427014,431619,True,2016-01-22,2016,1,Friday,18,1800,2,2,1,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31N1341,431512,435123,True,2016-01-23,2016,1,Saturday,19,1900,2,2,3,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
31N1341,431512,435123,True,2016-01-23,2016,1,Saturday,19,1900,2,2,3,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
31N1341,431512,435123,True,2016-01-23,2016,1,Saturday,19,1900,2,2,3,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Slight,Slight
31N1501,427099,433296,True,2016-01-23,2016,1,Saturday,20,2035,1,1,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Serious,Serious
31N1522,423560,434338,True,2016-01-23,2016,1,Saturday,20,2046,1,1,1,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Serious,Serious
31N1675,426292,435586,True,2016-01-23,2016,1,Saturday,22,2235,2,2,1,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31O0822,434421,438350,True,2016-01-24,2016,1,Sunday,13,1350,3,3+,1,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Slight,Slight
31O1246,429424,431366,True,2016-01-24,2016,1,Sunday,17,1759,2,2,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31P0243,426612,433094,True,2016-01-25,2016,1,Monday,7,745,1,1,1,B,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
31P0247,426820,434978,True,2016-01-25,2016,1,Monday,8,836,2,2,1,A,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
31P0315,430554,433739,True,2016-01-25,2016,1,Monday,9,925,2,2,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
31P0683,426782,433631,True,2016-01-25,2016,1,Monday,13,1305,2,2,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
31Q0218,427302,435777,True,2016-01-26,2016,1,Tuesday,8,825,1,1,1,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Slight,Slight
31Q0748,426197,433182,True,2016-01-26,2016,1,Tuesday,14,1400,1,1,1,Unclassified,Dry,Daylight: street lights present,Unknown,Slight,Slight
31Q1048,429848,432293,True,2016-01-26,2016,1,Tuesday,16,1640,2,2,1,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31Q1371,431285,433868,True,2016-01-26,2016,1,Tuesday,10,1021,1,1,1,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Slight,Slight
31R1032,428639,435192,True,2016-01-26,2016,1,Tuesday,10,1050,2,2,3,Unclassified,Dry,Daylight: street lights present,Unknown,Slight,Slight
31R1032,428639,435192,True,2016-01-26,2016,1,Tuesday,10,1050,2,2,3,Unclassified,Dry,Daylight: street lights present,Unknown,Slight,Slight
31R1032,428639,435192,True,2016-01-26,2016,1,Tuesday,10,1050,2,2,3,Unclassified,Dry,Daylight: street lights present,Unknown,Slight,Slight
31R1458,422870,432283,True,2016-01-27,2016,1,Wednesday,20,2015,2,2,1,Unclassified,Dry,Daylight: street lights present,Unknown,Slight,Slight
31R1533,440744,428684,True,2016-01-27,2016,1,Wednesday,20,2005,2,2,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Slight,Slight
31R1561,428866,431649,True,2016-01-27,2016,1,Wednesday,21,2122,2,2,1,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Slight,Slight
31S0136,430554,431061,True,2016-01-28,2016,1,Thursday,2,254,2,2,1,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Serious,Serious
31S0469,435929,435500,True,2016-01-28,2016,1,Thursday,10,1023,2,2,1,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Slight,Slight
31S1052,428041,435078,True,2016-01-08,2016,1,Friday,7,735,1,1,1,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Slight,Slight
31S1218,432689,433854,True,2016-01-28,2016,1,Thursday,17,1730,2,2,2,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Slight,Slight
31S1218,432689,433854,True,2016-01-28,2016,1,Thursday,17,1730,2,2,2,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Slight,Slight
